,TAEE11.SA,BBAS3.SA,ABEV3.SA,WEGE3.SA,RANI3.SA,GOGL34.SA,BERK34.SA,Capital,tx retorno
189,0.0,0.0,0.0,0.0,122094.33944540466,0.0,0.0,122094.33944540466,3.758185016573834
190,0.0,0.0,0.0,0.0,125363.01382730894,0.0,0.0,125363.01382730894,2.6771711094484285
191,0.0,0.0,0.0,0.0,136899.5054294732,0.0,0.0,136899.5054294732,9.20246829583733
192,0.0,0.0,0.0,0.0,138245.4018561659,0.0,0.0,138245.4018561659,0.9831273111399641
193,0.0,0.0,0.0,0.0,140744.97914631397,0.0,0.0,140744.97914631397,1.8080726422631255
194,0.0,0.0,0.0,0.0,139206.77322086119,0.0,0.0,139206.77322086119,-1.0929028763816295
195,0.0,0.0,0.0,0.0,140552.68138949425,0.0,0.0,140552.68138949425,0.9668410074398448
196,0.0,0.0,0.0,0.0,144975.01315097316,0.0,0.0,144975.01315097316,3.146387331611211
197,0.0,0.0,0.0,0.0,138053.1275832269,0.0,0.0,138053.1275832269,-4.774536947644902
198,0.0,0.0,0.0,0.0,135361.27602013978,0.0,0.0,135361.27602013978,-1.9498664102805652
199,0.0,0.0,0.0,0.0,131515.80230329902,0.0,0.0,131515.80230329902,-2.8408964734261244
200,0.0,0.0,0.0,0.0,136130.38485383632,0.0,0.0,136130.38485383632,3.508766604255853
201,0.0,0.0,0.0,0.0,140360.43060043585,0.0,0.0,140360.43060043585,3.1073487018650203
202,0.0,0.0,0.0,0.0,132092.62512211618,0.0,0.0,132092.62512211618,-5.890410454678385
203,0.0,0.0,0.0,0.0,125747.57411512738,0.0,0.0,125747.57411512738,-4.803486190938333
204,0.0,0.0,0.0,0.0,124209.35644773427,0.0,0.0,124209.35644773427,-1.2232583238423356
205,0.0,0.0,0.0,0.0,123055.72255204027,0.0,0.0,123055.72255204027,-0.9287817992837288
206,0.0,0.0,0.0,0.0,124786.16752461111,0.0,0.0,124786.16752461111,1.4062287691164022
207,0.0,0.0,0.0,0.0,128054.8536484557,0.0,0.0,128054.8536484557,2.6194298524312876
208,0.0,0.0,0.0,0.0,122094.33944540466,0.0,0.0,122094.33944540466,-4.654656995207862
209,0.0,0.0,0.0,0.0,127285.75655669949,0.0,0.0,127285.75655669949,4.251971987297742
210,0.0,0.0,0.0,0.0,123440.25935597807,0.0,0.0,123440.25935597807,-3.021152801969984
211,0.0,0.0,0.0,0.0,125029.12001202375,0.0,0.0,125029.12001202375,1.287149479703964
212,0.0,0.0,0.0,0.0,127764.12320583152,0.0,0.0,127764.12320583152,2.1874929564766665
213,0.0,0.0,0.0,0.0,131280.58775456526,0.0,0.0,131280.58775456526,2.752309850761958
214,0.0,0.0,0.0,0.0,129522.36135116857,0.0,0.0,129522.36135116857,-1.3392889485563386
215,0.0,0.0,0.0,0.0,127764.12320583152,0.0,0.0,127764.12320583152,-1.3574784515933969
216,0.0,0.0,0.0,0.0,126201.25920568121,0.0,0.0,126201.25920568121,-1.2232416745289965
217,0.0,0.0,0.0,0.0,126396.62160892764,0.0,0.0,126396.62160892764,0.15480226146398213
218,0.0,0.0,0.0,0.0,131475.926673931,0.0,0.0,131475.926673931,4.018544958202108
219,0.0,0.0,0.0,0.0,126591.97227023372,0.0,0.0,126591.97227023372,-3.7147138090228626
220,0.0,0.0,0.0,0.0,129913.07441572104,0.0,0.0,129913.07441572104,2.623469787166144
221,0.0,0.0,0.0,0.0,132648.07760952882,0.0,0.0,132648.07760952882,2.105256307810688
222,0.0,0.0,0.0,0.0,140267.03520703388,0.0,0.0,140267.03520703388,5.743737666468651
223,0.0,0.0,0.0,0.0,135578.45494852334,0.0,0.0,135578.45494852334,-3.3426102231291943
224,0.0,0.0,0.0,0.0,135969.1562711355,0.0,0.0,135969.1562711355,0.28817360602058084
225,0.0,0.0,0.0,0.0,137532.03201322613,0.0,0.0,137532.03201322613,1.1494340223558552
226,0.0,0.0,0.0,0.0,133234.16481926807,0.0,0.0,133234.16481926807,-3.1249935967969544
227,0.0,0.0,0.0,0.0,134601.64293229126,0.0,0.0,134601.64293229126,1.0263719631358637
228,0.0,0.0,0.0,0.0,138313.4581423311,0.0,0.0,138313.4581423311,2.757629943571338
229,0.0,0.0,0.0,0.0,138899.53361013002,0.0,0.0,138899.53361013002,0.42372989271646233
230,0.0,0.0,0.0,0.0,139876.3221424814,0.0,0.0,139876.3221424814,0.7032338460495335
231,0.0,0.0,0.0,0.0,144369.53999774557,0.0,0.0,144369.53999774557,3.2122790951618407
232,0.0,0.0,0.0,0.0,144564.91414293228,0.0,0.0,144564.91414293228,0.13532920115264524
233,0.0,0.0,0.0,0.0,136750.58240024047,0.0,0.0,136750.58240024047,-5.40541374718746
234,0.0,0.0,0.0,0.0,136750.58240024047,0.0,0.0,136750.58240024047,0.0
